uri,title,terms,term_types
/subjects/36966,Liberec (Czech Republic),Liberec (Czech Republic),geographic
/subjects/35649,Orsha (Belarus),Orsha (Belarus),geographic
/subjects/28978,Saint-Christophe-du-Bois (France),Saint-Christophe-du-Bois (France),geographic
/subjects/37674,"Staszów (Województwo Świętokrzyskie, Poland)","Staszów (Województwo Świętokrzyskie, Poland)",geographic
/subjects/24408,Z︠H︡ashkiv (Ukraine),Z︠H︡ashkiv (Ukraine),geographic
/subjects/27674,Štrbské Pleso (Slovakia),Štrbské Pleso (Slovakia),geographic
/subjects/30918,Jews -- Poland -- Piaski Luterskie,Jews;Poland;Piaski Luterskie,topical;geographic;geographic
/subjects/33637,Drancy (France),Drancy (France),geographic
/subjects/25219,"Lędziny (Katowice, Poland)","Lędziny (Katowice, Poland)",geographic
/subjects/41508,Vigneux-sur-Seine (France),Vigneux-sur-Seine (France),geographic
/subjects/36435,Rejčkov (Czech Republic),Rejčkov (Czech Republic),geographic
/subjects/34408,Jews -- Poland -- Zduńska Wola,Jews;Poland;Zduńska Wola,topical;geographic;geographic
/subjects/40030,Baisieux (France),Baisieux (France),geographic
/subjects/31870,Prisoners of War -- Italy,Prisoners of War;Italy,topical;geographic
/subjects/29543,Anisemitism -- Prewar,Anisemitism;Prewar,topical;temporal
/subjects/35560,"Z︠H︡ornyshche (Vinnyt︠s︡ʹka oblastʹ, Ukraine)","Z︠H︡ornyshche (Vinnyt︠s︡ʹka oblastʹ, Ukraine)",geographic
/subjects/25999,Demidov (Russia),Demidov (Russia),geographic
/subjects/40460,Lenin (Belarus),Lenin (Belarus),geographic
/subjects/25130,Cabaj-Čápor (Slovakia),Cabaj-Čápor (Slovakia),geographic
/subjects/31523,Markkleeberg (Germany),Markkleeberg (Germany),geographic
/subjects/34721,"Oleksandrivka (Oleksandrivsʹkyĭ raĭon, Kirovohradsʹka oblastʹ, Ukraine)","Oleksandrivka (Oleksandrivsʹkyĭ raĭon, Kirovohradsʹka oblastʹ, Ukraine)",geographic
/subjects/35833,Caux (Switzerland),Caux (Switzerland),geographic
/subjects/40933,Bregenz (Austria),Bregenz (Austria),geographic
/subjects/41621,Alsace (France),Alsace (France),geographic
/subjects/25560,Bespechna (Ukraine),Bespechna (Ukraine),geographic
/subjects/34664,Kecel (Hungary),Kecel (Hungary),geographic
/subjects/28647,Concentration camps -- Yugoslavia,Concentration camps;Yugoslavia,topical;geographic
/subjects/35976,"Le Puy (Haute-Loire, France)","Le Puy (Haute-Loire, France)",geographic
/subjects/39056,Cuorgnè (Italy),Cuorgnè (Italy),geographic
/subjects/36209,Dunaföldvár (Hungary),Dunaföldvár (Hungary),geographic
/subjects/27418,Ózd (Hungary),Ózd (Hungary),geographic
/subjects/37048,Neuruppin (Germany),Neuruppin (Germany),geographic
/subjects/38647,Radoszyce (Poland),Radoszyce (Poland),geographic
/subjects/39955,Le Barcares (France),Le Barcares (France),geographic
/subjects/26659,Quarries,Quarries,topical
/subjects/30277,Dresden (Germany),Dresden (Germany),geographic
/subjects/37418,"Schwabhausen (Thuringia, Germany)","Schwabhausen (Thuringia, Germany)",geographic
/subjects/35425,Men,Men,topical
/subjects/38217,Jews -- Ukraine -- Lv́iv,Jews;Ukraine;Lv́iv,topical;geographic;geographic
/subjects/32134,Göd (Hungary),Göd (Hungary),geographic
/subjects/38539,Timiṣoara (Romania),Timiṣoara (Romania),geographic
/subjects/23725,Regen (Germany),Regen (Germany),geographic
/subjects/22837,Banila (Bukovina),Banila (Bukovina),geographic
/subjects/29328,Veľká Franková (Slovakia),Veľká Franková (Slovakia),geographic
/subjects/32564,Deportation -- United States,Deportation;United States,topical;geographic
/subjects/38493,Piešt̕any (Slovakia),Piešt̕any (Slovakia),geographic
/subjects/34849,Sigtuna (Sweden),Sigtuna (Sweden),geographic
/subjects/33725,Gospić (Croatia),Gospić (Croatia),geographic
/subjects/22134,"Austria -- History -- Anschluss, 1938","Austria;History;Anschluss, 1938",geographic;topical;temporal
/subjects/36527,Głubczyce (Poland),Głubczyce (Poland),geographic
/subjects/39778,Bol'shiye Zhukhovichi (Belarus),Bol'shiye Zhukhovichi (Belarus),geographic
/subjects/24849,Chervonoarmiĭsʹk (Ukraine),Chervonoarmiĭsʹk (Ukraine),geographic
/subjects/39282,"Folk songs, Polish","Folk songs, Polish",topical
/subjects/28169,Humenné (Slovakia),Humenné (Slovakia),geographic
/subjects/36177,Gersfeld (Germany),Gersfeld (Germany),geographic
/subjects/27789,Ushnya (Ukraine),Ushnya (Ukraine),geographic
/subjects/22071,"Mittelberg (Bregenz, Austria)","Mittelberg (Bregenz, Austria)",geographic
/subjects/36198,Peremyshli︠a︡ny (Ukraine),Peremyshli︠a︡ny (Ukraine),geographic
/subjects/22421,Rakovník (Czech Republic : Okres),Rakovník (Czech Republic : Okres),geographic
/subjects/29797,"Karpivka (Vinnyt︠s︡ʹka oblastʹ, Ukraine)","Karpivka (Vinnyt︠s︡ʹka oblastʹ, Ukraine)",geographic
/subjects/37789,Ruse (Bulgaria),Ruse (Bulgaria),geographic
/subjects/34326,Bykhaw (Belarus),Bykhaw (Belarus),geographic
/subjects/41226,Bayonne (France),Bayonne (France),geographic
/subjects/25537,Piotrkowice k/Buska (Poland),Piotrkowice k/Buska (Poland),geographic
/subjects/37859,Čaňa (Slovakia),Čaňa (Slovakia),geographic
/subjects/35864,Grodzisk Mazowiecki (Poland : Powiat),Grodzisk Mazowiecki (Poland : Powiat),geographic
/subjects/40964,Chamboulive (France),Chamboulive (France),geographic
/subjects/31574,"Ashford (Kent, England)","Ashford (Kent, England)",geographic
/subjects/35537,Kornwestheim (Germany),Kornwestheim (Germany),geographic
/subjects/40437,Providence (R.I.),Providence (R.I.),geographic
/subjects/38305,Kolta (Slovakia),Kolta (Slovakia),geographic
/subjects/32708,Como (Italy),Como (Italy),geographic
/subjects/30735,War crime trials -- Germany -- Munich,War crime trials;Germany;Munich,topical;geographic;geographic
/subjects/27859,Prisoners -- Austria,Prisoners;Austria,topical;geographic
/subjects/39847,Hanau (Germany),Hanau (Germany),geographic
/subjects/38610,Catholics,Catholics,topical
/subjects/29001,"Zolochiv (Lv́ivsḱa oblast,́ Ukraine)","Zolochiv (Lv́ivsḱa oblast,́ Ukraine)",geographic
/subjects/40122,Liège (Belgium),Liège (Belgium),geographic
/subjects/39451,Pujaut (France),Pujaut (France),geographic
/subjects/28240,Lunteren (Netherlands),Lunteren (Netherlands),geographic
/subjects/41363,Koprzywnica (Poland),Koprzywnica (Poland),geographic
/subjects/39001,Mainau Island (Germany),Mainau Island (Germany),geographic
/subjects/31431,Cuneo (Italy),Cuneo (Italy),geographic
/subjects/29902,Guklivyy (Ukraine),Guklivyy (Ukraine),geographic
/subjects/40821,Black market,Black market,topical
/subjects/25373,Zadar (Croatia),Zadar (Croatia),geographic
/subjects/25689,Resko (Poland),Resko (Poland),geographic
/subjects/24831,Rochov (Czech Republic),Rochov (Czech Republic),geographic
/subjects/38812,Stamsried (Germany),Stamsried (Germany),geographic
/subjects/25723,Jedlicze (Poland),Jedlicze (Poland),geographic
/subjects/24562,Djakovo (Croatia),Djakovo (Croatia),geographic
/subjects/35373,Munus (Ukraine),Munus (Ukraine),geographic
/subjects/28812,Trostberg an der Alz (Germany),Trostberg an der Alz (Germany),geographic
/subjects/35723,Haarlem (Netherlands),Haarlem (Netherlands),geographic
/subjects/29700,Tienen (Belgium),Tienen (Belgium),geographic
/subjects/24427,Břeclav (Czech Republic),Břeclav (Czech Republic),geographic
/subjects/30034,Isle of Man,Isle of Man,geographic
/subjects/23248,Orphanages -- Poland -- Vilnius,Orphanages;Poland;Vilnius,topical;geographic;geographic
/subjects/24077,Wolanów (Poland),Wolanów (Poland),geographic
/subjects/32459,"World War, 1939-1945 -- Prisoners and prisons, Albanian","World War, 1939-1945;Prisoners and prisons, Albanian",topical;topical
/subjects/34427,Markaryd (Sweden),Markaryd (Sweden),geographic
/subjects/30937,Bodolz (Germany),Bodolz (Germany),geographic
/subjects/34077,"World War, 1939-1945 -- Prisoners and prisons","World War, 1939-1945;Prisoners and prisons",topical;topical
/subjects/26949,"Bi︠a︡roza (Bi︠a︡rozaŭski rai︠o︡n, Belarus)","Bi︠a︡roza (Bi︠a︡rozaŭski rai︠o︡n, Belarus)",geographic
/subjects/38687,"Baranów (Lublin, Poland)","Baranów (Lublin, Poland)",geographic
/subjects/37572,Rishon le-Tsiyon (Israel),Rishon le-Tsiyon (Israel),geographic
/subjects/29096,Brazil,Brazil,geographic
/subjects/32770,Luhačovice (Czech Republic),Luhačovice (Czech Republic),geographic
/subjects/23531,Rokitno Szlacheckie (Poland),Rokitno Szlacheckie (Poland),geographic
/subjects/27088,Family camp (Auschwitz),Family camp (Auschwitz),topical
/subjects/39096,"Dorog (Komárom Megye, Hungary)","Dorog (Komárom Megye, Hungary)",geographic
/subjects/29995,Pfungstadt (Germany),Pfungstadt (Germany),geographic
/subjects/22320,"Přerov (Olomoucký kraj, Czech Republic)","Přerov (Olomoucký kraj, Czech Republic)",geographic
/subjects/37821,"Trnávka (Bratislavský, Slovakia)","Trnávka (Bratislavský, Slovakia)",geographic
/subjects/27122,"Kladruby (Plzeň, Czech Republic)","Kladruby (Plzeň, Czech Republic)",geographic
/subjects/33024,Starachowice (Poland),Starachowice (Poland),geographic
/subjects/36226,Brothers,Brothers,topical
/subjects/39583,"Farnborough (Hampshire, England)","Farnborough (Hampshire, England)",geographic
/subjects/40859,"Krasnoarmeĭsk (Saratovskai︠a︡ oblastʹ, Russia)","Krasnoarmeĭsk (Saratovskai︠a︡ oblastʹ, Russia)",geographic
/subjects/28668,Jews -- Ukraine -- Chortkiv,Jews;Ukraine;Chortkiv,topical;geographic;geographic
/subjects/35959,"Jews, Lithuanian -- Lithuania -- Kaunas","Jews, Lithuanian;Lithuania;Kaunas",topical;geographic;geographic
/subjects/29429,Küstrin (Germany),Küstrin (Germany),geographic
/subjects/32265,Ungvár ghetto,Ungvár ghetto,topical
/subjects/27964,Darmstadt (Germany),Darmstadt (Germany),geographic
/subjects/37067,Saint-Jean-de-Luz (France),Saint-Jean-de-Luz (France),geographic
/subjects/35774,Leiden (Netherlands),Leiden (Netherlands),geographic
/subjects/24165,Głowaczów (Poland),Głowaczów (Poland),geographic
/subjects/30576,Swinemünde (Germany),Swinemünde (Germany),geographic
/subjects/29307,Saint-Pourçain-sur-Sioule (France),Saint-Pourçain-sur-Sioule (France),geographic
/subjects/35324,Survivor child relations,Survivor child relations,topical
/subjects/37319,Oldenzaal (Netherlands),Oldenzaal (Netherlands),geographic
/subjects/24535,Sighișoara (Romania),Sighișoara (Romania),geographic
/subjects/36158,Mittenwald (Germany),Mittenwald (Germany),geographic
/subjects/34165,"Bolzano (Trentino-Alto Adige, Italy)","Bolzano (Trentino-Alto Adige, Italy)",geographic
/subjects/39757,"Brzostek (Tarnów, Poland)","Brzostek (Tarnów, Poland)",geographic
/subjects/24866,"Pohořelice (Jihomoravský kraj, Czech Republic)","Pohořelice (Jihomoravský kraj, Czech Republic)",geographic
/subjects/25774,Scotland,Scotland,geographic
/subjects/28516,Annemasse (France),Annemasse (France),geographic
/subjects/25324,Jews -- Belarus -- Lakhva,Jews;Belarus;Lakhva,topical;geographic;geographic
/subjects/27319,Jews -- Poland -- Zawiercie,Jews;Poland;Zawiercie,topical;geographic;geographic
/subjects/39307,Satu Mare (Romania : Județ),Satu Mare (Romania : Județ),geographic
/subjects/30825,Hrončok (Slovakia),Hrončok (Slovakia),geographic
/subjects/38900,"Naujoji Vilnia (Vilnius, Lithuania)","Naujoji Vilnia (Vilnius, Lithuania)",geographic
/subjects/31222,Great Britain,Great Britain,geographic
/subjects/34470,"Ignatovka (Volynsʹka oblastʹ, Ukraine)","Ignatovka (Volynsʹka oblastʹ, Ukraine)",geographic
/subjects/41570,Jews -- Belarus -- Shchuchyn,Jews;Belarus;Shchuchyn,topical;geographic;geographic
/subjects/38003,Turin (Italy),Turin (Italy),geographic
/subjects/30433,Ennezat (France),Ennezat (France),geographic
/subjects/34923,Youth -- Poland -- Political activity,Youth;Poland;Political activity,topical;geographic;topical
/subjects/29612,Nereto (Italy),Nereto (Italy),geographic
/subjects/24470,Cauville (France),Cauville (France),geographic
/subjects/30599,Jósvafő (Hungary),Jósvafő (Hungary),geographic
/subjects/28280,Stargard Szczeciński (Poland),Stargard Szczeciński (Poland),geographic
/subjects/25518,Obodivka (Ukraine),Obodivka (Ukraine),geographic
/subjects/23835,Starobin (Belarus),Starobin (Belarus),geographic
/subjects/39868,War crime trials -- Poland -- Warsaw,War crime trials;Poland;Warsaw,topical;geographic;geographic
/subjects/38280,Concentration camp inmates -- Psychological aspects,Concentration camp inmates;Psychological aspects,topical;topical
/subjects/35148,Uherské Hradiště (Czech Republic),Uherské Hradiště (Czech Republic),geographic
/subjects/32727,Zionist activities,Zionist activities,topical
/subjects/40418,Jews -- Hungary -- Simapuszta,Jews;Hungary;Simapuszta,topical;geographic;geographic
/subjects/37525,"Babi Yar Massacre, Ukraine, 1941","Babi Yar Massacre, Ukraine, 1941",topical
/subjects/39887,Jewish refugees -- China -- Shanghai,Jewish refugees;China;Shanghai,topical;geographic;geographic
/subjects/32398,Stupava (Slovakia),Stupava (Slovakia),geographic
/subjects/32662,Myszków (Poland),Myszków (Poland),geographic
/subjects/22232,Pleszew (Poland),Pleszew (Poland),geographic
/subjects/37933,Vráble (Slovakia),Vráble (Slovakia),geographic
/subjects/33423,Pechora River Valley (Russia),Pechora River Valley (Russia),geographic
/subjects/23970,"Moissac (Tarn-et-Garone, France)","Moissac (Tarn-et-Garone, France)",geographic
/subjects/28795,Les Avins (Belgium),Les Avins (Belgium),geographic
/subjects/39311,Sierpc (Poland : Powiat),Sierpc (Poland : Powiat),geographic
/subjects/24523,Cheltenham (England),Cheltenham (England),geographic
/subjects/35298,Feldkirch (Austria),Feldkirch (Austria),geographic
/subjects/40662,Chemnitz (Germany),Chemnitz (Germany),geographic
/subjects/28853,Mniów (Poland),Mniów (Poland),geographic
/subjects/23209,Blumenau (Germany : Amt),Blumenau (Germany : Amt),geographic
/subjects/29604,Brabant (Belgium),Brabant (Belgium),geographic
/subjects/38015,Shkodër (Albania),Shkodër (Albania),geographic
/subjects/31664,"World War, 1939-1945 -- Personal narratives, Ukrainian","World War, 1939-1945;Personal narratives, Ukrainian",topical;genre_form
/subjects/39254,Heilbronn (Germany),Heilbronn (Germany),geographic
/subjects/37533,Krzeszowice (Poland),Krzeszowice (Poland),geographic
/subjects/33989,"World War, 1939-1945 -- Prisoners and prisons, Hungarian","World War, 1939-1945;Prisoners and prisons, Hungarian",topical;topical
/subjects/23570,"Bois de Vincennes (Vincennes, France)","Bois de Vincennes (Vincennes, France)",geographic
/subjects/27860,Ghlin (Belgium),Ghlin (Belgium),geographic
/subjects/29487,Kolešovice (Czech Republic),Kolešovice (Czech Republic),geographic
/subjects/36322,Szczurowa (Poland),Szczurowa (Poland),geographic
/subjects/36772,Gdynia (Poland),Gdynia (Poland),geographic
/subjects/22361,Turda (Romania),Turda (Romania),geographic
/subjects/23989,Nurses,Nurses,occupation
/subjects/27163,Jewish refugees -- Italy,Jewish refugees;Italy,topical;geographic
/subjects/33570,Pinsk (Belarus),Pinsk (Belarus),geographic
/subjects/36288,Damachava (Belarus),Damachava (Belarus),geographic
/subjects/28783,"Warsaw (Poland) -- History -- Warsaw Ghetto Uprising, 1943","Warsaw (Poland);History;Warsaw Ghetto Uprising, 1943",geographic;topical;temporal
/subjects/23966,Semeliškė̇s (Lithuania),Semeliškė̇s (Lithuania),geographic
/subjects/27026,Jewish ghettos -- Religious life and customs,Jewish ghettos;Religious life and customs,topical;topical
/subjects/35918,Szerencs (Hungary),Szerencs (Hungary),geographic
/subjects/37925,Visoko (Bosnia and Herzegovina),Visoko (Bosnia and Herzegovina),geographic
/subjects/30219,"World War, 1939-1945 -- Refugees","World War, 1939-1945;Refugees",topical;topical
/subjects/40635,National socialism -- Germany,National socialism;Germany,topical;geographic
/subjects/29716,Mogliano (Italy),Mogliano (Italy),geographic
/subjects/38107,Gedser (Denmark),Gedser (Denmark),geographic
/subjects/24574,Jurbarkas (Lithuania),Jurbarkas (Lithuania),geographic
/subjects/26549,Bardejov (Slovakia),Bardejov (Slovakia),geographic
/subjects/28107,Walldürn (Germany),Walldürn (Germany),geographic
/subjects/34124,Semjen (Hungary),Semjen (Hungary),geographic
/subjects/36119,Congo,Congo,uniform_title
/subjects/31326,Bolzano (Italy : Province),Bolzano (Italy : Province),geographic
/subjects/25735,Bergerac (France),Bergerac (France),geographic
/subjects/34574,Doboj (Bosnia and Herzegovina),Doboj (Bosnia and Herzegovina),geographic
/subjects/36549,Jews -- Poland -- Politics and government,Jews;Poland;Politics and government,topical;geographic;topical
/subjects/28557,Nova Varoš (Serbia : Opština),Nova Varoš (Serbia : Opština),geographic
/subjects/30864,Karachi (Pakistan),Karachi (Pakistan),geographic
/subjects/31776,Ṣafāqis (Tunisia),Ṣafāqis (Tunisia),geographic
/subjects/35670,Kulautuva (Lithuania),Kulautuva (Lithuania),geographic
/subjects/30022,Jews -- Poland -- Sandomierz,Jews;Poland;Sandomierz,topical;geographic;geographic
/subjects/38412,"Wierzbnik (Starachowice, Poland)","Wierzbnik (Starachowice, Poland)",geographic
/subjects/22336,Madrid (Spain),Madrid (Spain),geographic
/subjects/25559,Cerebral palsy,Cerebral palsy,topical
/subjects/36375,Kępa (Poland),Kępa (Poland),geographic
/subjects/39080,Sutivan (Croatia),Sutivan (Croatia),geographic
/subjects/41248,Körmend (Hungary),Körmend (Hungary),geographic
/subjects/22766,Meerholz (Germany),Meerholz (Germany),geographic
/subjects/27837,Skidzelʹ (Belarus),Skidzelʹ (Belarus),geographic
/subjects/26725,Vinniki (Ukraine),Vinniki (Ukraine),geographic
